"Notes"	"Year"	"Year Code"	"State"	"State Code"	Projected Populations
	"2024"	"2024"	"South Dakota"	"46"	802157
	"2024"	"2024"	"Tennessee"	"47"	7013071
	"2024"	"2024"	"Texas"	"48"	30399250
	"2024"	"2024"	"Utah"	"49"	3175809
	"2024"	"2024"	"Vermont"	"50"	701169
	"2024"	"2024"	"Virginia"	"51"	9274781
	"2024"	"2024"	"Washington"	"53"	7875563
	"2024"	"2024"	"West Virginia"	"54"	1774295
	"2024"	"2024"	"Wisconsin"	"55"	6074537
	"2024"	"2024"	"Wyoming"	"56"	529754
	"2025"	"2025"	"Alabama"	"01"	4800092
	"2025"	"2025"	"Alaska"	"02"	820881
	"2025"	"2025"	"Arizona"	"04"	9531537
	"2025"	"2025"	"Arkansas"	"05"	3151005
	"2025"	"2025"	"California"	"06"	44305177
	"2025"	"2025"	"Colorado"	"08"	5522803
	"2025"	"2025"	"Connecticut"	"09"	3691016
	"2025"	"2025"	"Delaware"	"10"	990694
	"2025"	"2025"	"District of Columbia"	"11"	455108
	"2025"	"2025"	"Florida"	"12"	25912458
	"2025"	"2025"	"Georgia"	"13"	11438622
	"2025"	"2025"	"Hawaii"	"15"	1438720
	"2025"	"2025"	"Idaho"	"16"	1852627
	"2025"	"2025"	"Illinois"	"17"	13340507
	"2025"	"2025"	"Indiana"	"18"	6721322
	"2025"	"2025"	"Iowa"	"19"	2993222
	"2025"	"2025"	"Kansas"	"20"	2919002
	"2025"	"2025"	"Kentucky"	"21"	4489662
	"2025"	"2025"	"Louisiana"	"22"	4762398
	"2025"	"2025"	"Maine"	"23"	1414402
	"2025"	"2025"	"Maryland"	"24"	6762732
	"2025"	"2025"	"Massachusetts"	"25"	6938636
	"2025"	"2025"	"Michigan"	"26"	10713730
	"2025"	"2025"	"Minnesota"	"27"	6108787
	"2025"	"2025"	"Mississippi"	"28"	3069420
	"2025"	"2025"	"Missouri"	"29"	6315366
	"2025"	"2025"	"Montana"	"30"	1037387
	"2025"	"2025"	"Nebraska"	"31"	1812787
	"2025"	"2025"	"Nevada"	"32"	3863298
	"2025"	"2025"	"New Hampshire"	"33"	1586348
	"2025"	"2025"	"New Jersey"	"34"	9636644
	"2025"	"2025"	"New Mexico"	"35"	2106584
	"2025"	"2025"	"New York"	"36"	19540179
	"2025"	"2025"	"North Carolina"	"37"	11449153
	"2025"	"2025"	"North Dakota"	"38"	620777
	"2025"	"2025"	"Ohio"	"39"	11605738
	"2025"	"2025"	"Oklahoma"	"40"	3820994
	"2025"	"2025"	"Oregon"	"41"	4536418
	"2025"	"2025"	"Pennsylvania"	"42"	12801945
	"2025"	"2025"	"Rhode Island"	"44"	1157855
	"2025"	"2025"	"South Carolina"	"45"	4989550
	"2025"	"2025"	"South Dakota"	"46"	801845
	"2025"	"2025"	"Tennessee"	"47"	7073125
	"2025"	"2025"	"Texas"	"48"	30865134
	"2025"	"2025"	"Utah"	"49"	3225680
	"2025"	"2025"	"Vermont"	"50"	703288
	"2025"	"2025"	"Virginia"	"51"	9364304
	"2025"	"2025"	"Washington"	"53"	7996400
	"2025"	"2025"	"West Virginia"	"54"	1766435
	"2025"	"2025"	"Wisconsin"	"55"	6088374
	"2025"	"2025"	"Wyoming"	"56"	529031
	"2026"	"2026"	"Alabama"	"01"	4815086
	"2026"	"2026"	"Alaska"	"02"	830576
	"2026"	"2026"	"Arizona"	"04"	9760275
	"2026"	"2026"	"Arkansas"	"05"	3169170
	"2026"	"2026"	"California"	"06"	44730796
	"2026"	"2026"	"Colorado"	"08"	5574258
	"2026"	"2026"	"Connecticut"	"09"	3691567
	"2026"	"2026"	"Delaware"	"10"	995366
	"2026"	"2026"	"District of Columbia"	"11"	450365
	"2026"	"2026"	"Florida"	"12"	26450121
	"2026"	"2026"	"Georgia"	"13"	11556027
	"2026"	"2026"	"Hawaii"	"15"	1444337
	"2026"	"2026"	"Idaho"	"16"	1875386
	"2026"	"2026"	"Illinois"	"17"	13359250
	"2026"	"2026"	"Indiana"	"18"	6739157
	"2026"	"2026"	"Iowa"	"19"	2986028
	"2026"	"2026"	"Kansas"	"20"	2923777
	"2026"	"2026"	"Kentucky"	"21"	4502483
	"2026"	"2026"	"Louisiana"	"22"	4771212
	"2026"	"2026"	"Maine"	"23"	1414195
	"2026"	"2026"	"Maryland"	"24"	6814171
	"2026"	"2026"	"Massachusetts"	"25"	6953819
	"2026"	"2026"	"Michigan"	"26"	10710956
	"2026"	"2026"	"Minnesota"	"27"	6148425
	"2026"	"2026"	"Mississippi"	"28"	3074137
	"2026"	"2026"	"Missouri"	"29"	6337968
	"2026"	"2026"	"Montana"	"30"	1039410
	"2026"	"2026"	"Nebraska"	"31"	1814576
	"2026"	"2026"	"Nevada"	"32"	3946723
	"2026"	"2026"	"New Hampshire"	"33"	1598205
	"2026"	"2026"	"New Jersey"	"34"	9669916
	"2026"	"2026"	"New Mexico"	"35"	2108088
	"2026"	"2026"	"New York"	"36"	19528089
	"2026"	"2026"	"North Carolina"	"37"	11602017
	"2026"	"2026"	"North Dakota"	"38"	618387
	"2026"	"2026"	"Ohio"	"39"	11594980
	"2026"	"2026"	"Oklahoma"	"40"	3839468
	"2026"	"2026"	"Oregon"	"41"	4594977
	"2026"	"2026"	"Pennsylvania"	"42"	12798532
	"2026"	"2026"	"Rhode Island"	"44"	1157355
	"2026"	"2026"	"South Carolina"	"45"	5021859
	"2026"	"2026"	"South Dakota"	"46"	801544
	"2026"	"2026"	"Tennessee"	"47"	7133706
	"2026"	"2026"	"Texas"	"48"	31338972
	"2026"	"2026"	"Utah"	"49"	3276328
	"2026"	"2026"	"Vermont"	"50"	705256
	"2026"	"2026"	"Virginia"	"51"	9454654
	"2026"	"2026"	"Washington"	"53"	8118782
	"2026"	"2026"	"West Virginia"	"54"	1758135
	"2026"	"2026"	"Wisconsin"	"55"	6101787
	"2026"	"2026"	"Wyoming"	"56"	528134
	"2027"	"2027"	"Alabama"	"01"	4829976
	"2027"	"2027"	"Alaska"	"02"	840106
	"2027"	"2027"	"Arizona"	"04"	9992720
	"2027"	"2027"	"Arkansas"	"05"	3187183
	"2027"	"2027"	"California"	"06"	45157132
	"2027"	"2027"	"Colorado"	"08"	5626850
	"2027"	"2027"	"Connecticut"	"09"	3691611
	"2027"	"2027"	"Delaware"	"10"	999899
	"2027"	"2027"	"District of Columbia"	"11"	445794
	"2027"	"2027"	"Florida"	"12"	26995836
	"2027"	"2027"	"Georgia"	"13"	11672741
	"2027"	"2027"	"Hawaii"	"15"	1449822
	"2027"	"2027"	"Idaho"	"16"	1898403
	"2027"	"2027"	"Illinois"	"17"	13377911
	"2027"	"2027"	"Indiana"	"18"	6756913
	"2027"	"2027"	"Iowa"	"19"	2978613
	"2027"	"2027"	"Kansas"	"20"	2928236
	"2027"	"2027"	"Kentucky"	"21"	4515390
	"2027"	"2027"	"Louisiana"	"22"	4779619
	"2027"	"2027"	"Maine"	"23"	1413762
	"2027"	"2027"	"Maryland"	"24"	6865707
	"2027"	"2027"	"Massachusetts"	"25"	6968792
	"2027"	"2027"	"Michigan"	"26"	10707608
	"2027"	"2027"	"Minnesota"	"27"	6187877
	"2027"	"2027"	"Mississippi"	"28"	3078739
	"2027"	"2027"	"Missouri"	"29"	6360641
	"2027"	"2027"	"Montana"	"30"	1041119
	"2027"	"2027"	"Nebraska"	"31"	1816187
	"2027"	"2027"	"Nevada"	"32"	4030363
	"2027"	"2027"	"New Hampshire"	"33"	1610091
	"2027"	"2027"	"New Jersey"	"34"	9703157
	"2027"	"2027"	"New Mexico"	"35"	2108174
	"2027"	"2027"	"New York"	"36"	19515752
	"2027"	"2027"	"North Carolina"	"37"	11756259
	"2027"	"2027"	"North Dakota"	"38"	615741
	"2027"	"2027"	"Ohio"	"39"	11583954
	"2027"	"2027"	"Oklahoma"	"40"	3857942
	"2027"	"2027"	"Oregon"	"41"	4653962
	"2027"	"2027"	"Pennsylvania"	"42"	12793437
	"2027"	"2027"	"Rhode Island"	"44"	1156640
	"2027"	"2027"	"South Carolina"	"45"	5053886
	"2027"	"2027"	"South Dakota"	"46"	801255
	"2027"	"2027"	"Tennessee"	"47"	7194743
	"2027"	"2027"	"Texas"	"48"	31820681
	"2027"	"2027"	"Utah"	"49"	3327623
	"2027"	"2027"	"Vermont"	"50"	707042
	"2027"	"2027"	"Virginia"	"51"	9545778
	"2027"	"2027"	"Washington"	"53"	8242723
	"2027"	"2027"	"West Virginia"	"54"	1749264
	"2027"	"2027"	"Wisconsin"	"55"	6114630
	"2027"	"2027"	"Wyoming"	"56"	527080
	"2028"	"2028"	"Alabama"	"01"	4844786
	"2028"	"2028"	"Alaska"	"02"	849465
	"2028"	"2028"	"Arizona"	"04"	10228744
	"2028"	"2028"	"Arkansas"	"05"	3205040
	"2028"	"2028"	"California"	"06"	45584544
	"2028"	"2028"	"Colorado"	"08"	5680680
	"2028"	"2028"	"Connecticut"	"09"	3691198
	"2028"	"2028"	"Delaware"	"10"	1004298
	"2028"	"2028"	"District of Columbia"	"11"	441489
	"2028"	"2028"	"Florida"	"12"	27550050
	"2028"	"2028"	"Georgia"	"13"	11788643
	"2028"	"2028"	"Hawaii"	"15"	1455256
	"2028"	"2028"	"Idaho"	"16"	1921784
	"2028"	"2028"	"Illinois"	"17"	13396347
	"2028"	"2028"	"Indiana"	"18"	6774671
	"2028"	"2028"	"Iowa"	"19"	2970959
	"2028"	"2028"	"Kansas"	"20"	2932414
	"2028"	"2028"	"Kentucky"	"21"	4528423
	"2028"	"2028"	"Louisiana"	"22"	4787625
	"2028"	"2028"	"Maine"	"23"	1413071
	"2028"	"2028"	"Maryland"	"24"	6917455
	"2028"	"2028"	"Massachusetts"	"25"	6983551
	"2028"	"2028"	"Michigan"	"26"	10703630
	"2028"	"2028"	"Minnesota"	"27"	6227224
	"2028"	"2028"	"Mississippi"	"28"	3083360
	"2028"	"2028"	"Missouri"	"29"	6383548
	"2028"	"2028"	"Montana"	"30"	1042611
	"2028"	"2028"	"Nebraska"	"31"	1817664
	"2028"	"2028"	"Nevada"	"32"	4114119
	"2028"	"2028"	"New Hampshire"	"33"	1622086
	"2028"	"2028"	"New Jersey"	"34"	9736318
	"2028"	"2028"	"New Mexico"	"35"	2106763
	"2028"	"2028"	"New York"	"36"	19503201
	"2028"	"2028"	"North Carolina"	"37"	11911950
	"2028"	"2028"	"North Dakota"	"38"	612879
	"2028"	"2028"	"Ohio"	"39"	11572775
	"2028"	"2028"	"Oklahoma"	"40"	3876398
	"2028"	"2028"	"Oregon"	"41"	4713432
	"2028"	"2028"	"Pennsylvania"	"42"	12786628
	"2028"	"2028"	"Rhode Island"	"44"	1155672
	"2028"	"2028"	"South Carolina"	"45"	5085678
	"2028"	"2028"	"South Dakota"	"46"	800961
	"2028"	"2028"	"Tennessee"	"47"	7256206
	"2028"	"2028"	"Texas"	"48"	32310736
	"2028"	"2028"	"Utah"	"49"	3379629
	"2028"	"2028"	"Vermont"	"50"	708746
	"2028"	"2028"	"Virginia"	"51"	9637792
	"2028"	"2028"	"Washington"	"53"	8368351
	"2028"	"2028"	"West Virginia"	"54"	1739954
	"2028"	"2028"	"Wisconsin"	"55"	6127024
	"2028"	"2028"	"Wyoming"	"56"	525867
	"2029"	"2029"	"Alabama"	"01"	4859518
	"2029"	"2029"	"Alaska"	"02"	858638
	"2029"	"2029"	"Arizona"	"04"	10468679
	"2029"	"2029"	"Arkansas"	"05"	3222760
	"2029"	"2029"	"California"	"06"	46013544
	"2029"	"2029"	"Colorado"	"08"	5735899
	"2029"	"2029"	"Connecticut"	"09"	3690174
	"2029"	"2029"	"Delaware"	"10"	1008547
	"2029"	"2029"	"District of Columbia"	"11"	437383
	"2029"	"2029"	"Florida"	"12"	28113244
	"2029"	"2029"	"Georgia"	"13"	11903720
	"2029"	"2029"	"Hawaii"	"15"	1460651
	"2029"	"2029"	"Idaho"	"16"	1945505
	"2029"	"2029"	"Illinois"	"17"	13414616
	"2029"	"2029"	"Indiana"	"18"	6792392
	"2029"	"2029"	"Iowa"	"19"	2963192
	"2029"	"2029"	"Kansas"	"20"	2936389
	"2029"	"2029"	"Kentucky"	"21"	4541613
	"2029"	"2029"	"Louisiana"	"22"	4795307
	"2029"	"2029"	"Maine"	"23"	1412214
	"2029"	"2029"	"Maryland"	"24"	6969602
	"2029"	"2029"	"Massachusetts"	"25"	6997904
	"2029"	"2029"	"Michigan"	"26"	10699075
	"2029"	"2029"	"Minnesota"	"27"	6266653
	"2029"	"2029"	"Mississippi"	"28"	3087905
	"2029"	"2029"	"Missouri"	"29"	6406706
	"2029"	"2029"	"Montana"	"30"	1043847
	"2029"	"2029"	"Nebraska"	"31"	1819031
	"2029"	"2029"	"Nevada"	"32"	4198048
	"2029"	"2029"	"New Hampshire"	"33"	1634190
	"2029"	"2029"	"New Jersey"	"34"	9769337
	"2029"	"2029"	"New Mexico"	"35"	2103962
	"2029"	"2029"	"New York"	"36"	19490203
	"2029"	"2029"	"North Carolina"	"37"	12069172
	"2029"	"2029"	"North Dakota"	"38"	609838
	"2029"	"2029"	"Ohio"	"39"	11561526
	"2029"	"2029"	"Oklahoma"	"40"	3894910
	"2029"	"2029"	"Oregon"	"41"	4773457
	"2029"	"2029"	"Pennsylvania"	"42"	12778134
	"2029"	"2029"	"Rhode Island"	"44"	1154426
	"2029"	"2029"	"South Carolina"	"45"	5117243
	"2029"	"2029"	"South Dakota"	"46"	800710
	"2029"	"2029"	"Tennessee"	"47"	7318154
	"2029"	"2029"	"Texas"	"48"	32809827
	"2029"	"2029"	"Utah"	"49"	3432237
	"2029"	"2029"	"Vermont"	"50"	710327
	"2029"	"2029"	"Virginia"	"51"	9730835
	"2029"	"2029"	"Washington"	"53"	8495694
	"2029"	"2029"	"West Virginia"	"54"	1730161
	"2029"	"2029"	"Wisconsin"	"55"	6139027
	"2029"	"2029"	"Wyoming"	"56"	524512
	"2030"	"2030"	"Alabama"	"01"	4874243
	"2030"	"2030"	"Alaska"	"02"	867674
	"2030"	"2030"	"Arizona"	"04"	10712397
	"2030"	"2030"	"Arkansas"	"05"	3240208
	"2030"	"2030"	"California"	"06"	46444861
	"2030"	"2030"	"Colorado"	"08"	5792357
	"2030"	"2030"	"Connecticut"	"09"	3688630
	"2030"	"2030"	"Delaware"	"10"	1012658
	"2030"	"2030"	"District of Columbia"	"11"	433414
	"2030"	"2030"	"Florida"	"12"	28685769
	"2030"	"2030"	"Georgia"	"13"	12017838
	"2030"	"2030"	"Hawaii"	"15"	1466046
	"2030"	"2030"	"Idaho"	"16"	1969624
	"2030"	"2030"	"Illinois"	"17"	13432892
	"2030"	"2030"	"Indiana"	"18"	6810108
	"2030"	"2030"	"Iowa"	"19"	2955172
	"2030"	"2030"	"Kansas"	"20"	2940084
	"2030"	"2030"	"Kentucky"	"21"	4554998
	"2030"	"2030"	"Louisiana"	"22"	4802633
	"2030"	"2030"	"Maine"	"23"	1411097
	"2030"	"2030"	"Maryland"	"24"	7022251
	"2030"	"2030"	"Massachusetts"	"25"	7012009
	"2030"	"2030"	"Michigan"	"26"	10694172
	"2030"	"2030"	"Minnesota"	"27"	6306130
	"2030"	"2030"	"Mississippi"	"28"	3092410
	"2030"	"2030"	"Missouri"	"29"	6430173
	"2030"	"2030"	"Montana"	"30"	1044898
	"2030"	"2030"	"Nebraska"	"31"	1820247
	"2030"	"2030"	"Nevada"	"32"	4282102
	"2030"	"2030"	"New Hampshire"	"33"	1646471
	"2030"	"2030"	"New Jersey"	"34"	9802440
	"2030"	"2030"	"New Mexico"	"35"	2099708
	"2030"	"2030"	"New York"	"36"	19477429
	"2030"	"2030"	"North Carolina"	"37"	12227739
	"2030"	"2030"	"North Dakota"	"38"	606566
	"2030"	"2030"	"Ohio"	"39"	11550528
	"2030"	"2030"	"Oklahoma"	"40"	3913251
	"2030"	"2030"	"Oregon"	"41"	4833918
	"2030"	"2030"	"Pennsylvania"	"42"	12768184
	"2030"	"2030"	"Rhode Island"	"44"	1152941
	"2030"	"2030"	"South Carolina"	"45"	5148569
	"2030"	"2030"	"South Dakota"	"46"	800462
	"2030"	"2030"	"Tennessee"	"47"	7380634
	"2030"	"2030"	"Texas"	"48"	33317744
	"2030"	"2030"	"Utah"	"49"	3485367
	"2030"	"2030"	"Vermont"	"50"	711867
	"2030"	"2030"	"Virginia"	"51"	9825019
	"2030"	"2030"	"Washington"	"53"	8624801
	"2030"	"2030"	"West Virginia"	"54"	1719959
	"2030"	"2030"	"Wisconsin"	"55"	6150764
	"2030"	"2030"	"Wyoming"	"56"	522979
"---"
"Dataset: State Population Projections 2004-2030"
"Query Parameters:"
"Title: StatePopulationsByYear___2004-2030"
"Group By: Year; State"
"Show Totals: False"
"Show Zero Values: True"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/PopulationProjections.html for more information."
"---"
"Query Date: Aug 6, 2024 10:10:39 PM"
"---"
"Suggested Citation: Population Projections, United States, 2004 - 2030, by state, age and sex, on CDC WONDER Online Database,"
"September 2005. Accessed at http://wonder.cdc.gov/population-projections.html on Aug 6, 2024 10:10:39 PM"
"---"
Caveats:
"1. Population estimates and projections are updated periodically, population estimates and projections produced in the preceding"
"years are superseded by the most recent population series for the same years. Population estimates are preferred to projections"
"when estimates are available, unless the objective is to compare numbers with others in the projected series."
